LOG_INF_A,temperature,dew_point_temperature,relative_humidity,wind_speed,sea_level_pressure,visibility,wet_bulb_temperature,precipitation,precipitation_24_hour
1.609,2.6243712574850298,2.4194610778443115,89.0059880239521,2.230538922155689,1011.823076923077,11.065239520958084,2.481346153846154,0.0,346.9
2.197,2.5856363636363637,2.3584848484848484,88.04242424242425,2.9060606060606062,1012.9294117647058,9.978333333333332,2.4338235294117645,0.0,735.7
1.099,2.7031927710843373,2.323614457831325,80.96385542168674,3.4963855421686745,1013.0075471698112,11.534819277108433,2.4475471698113207,0.0,6.2
2.079,2.6865269461077843,2.4023952095808383,85.0059880239521,3.3455089820359283,1010.6634615384615,11.595299401197604,2.4859615384615386,0.0,58.1
1.792,2.774011976047904,2.4062874251497,81.34131736526946,2.8748502994011975,1009.3072727272728,13.296706586826348,2.5110909090909095,0.0,1.4
1.386,2.6612048192771085,2.434698795180722,87.97590361445783,2.9216867469879517,1010.249019607843,10.02,2.501372549019608,0.0,545.7
1.609,2.728433734939759,2.3203614457831327,79.55421686746988,3.6090361445783135,1012.5327272727274,12.68321212121212,2.447636363636364,0.0,20.3
1.099,2.7275449101796405,2.281437125748503,77.62275449101796,3.1958083832335333,1011.4636363636364,13.36982035928144,2.416,0.0,0.0
1.946,2.676144578313253,2.3166867469879517,81.66867469879519,4.112650602409639,1012.6150943396226,12.304789156626509,2.423018867924528,0.0,176.1
1.609,2.7730952380952383,2.438383233532934,82.10179640718563,3.306547619047619,1013.3981132075472,12.587380952380954,2.539811320754717,0.0,6.3
1.609,2.805389221556886,2.4601197604790417,82.37125748502994,3.786227544910179,1009.7527272727272,13.04,2.5556363636363635,0.0,0.7
1.609,2.8147590361445785,2.3371084337349397,76.58433734939759,3.998795180722891,1011.4607142857144,12.658939393939391,2.48,0.0,0.0
2.398,2.834107142857143,2.4413095238095237,80.50595238095238,2.9261904761904765,1010.7814814814816,11.52485119047619,2.5557407407407404,0.0,83.1
1.946,2.7767295597484276,2.4713207547169813,84.13836477987421,2.488050314465409,1010.5352941176473,11.56867924528302,2.5546153846153845,0.0,751.4
1.386,2.6142073170731708,2.3592073170731704,86.83536585365853,1.6658536585365853,1010.3419354838708,9.613993902439024,2.4274193548387095,0.0,242.2
1.099,2.7261309523809523,2.4169642857142857,84.16071428571429,1.2142857142857142,1009.9622641509434,11.671815476190476,2.5047169811320753,0.0,53.3
1.386,2.5182738095238095,2.4422619047619047,95.75595238095238,1.325595238095238,1010.9545454545456,9.173869047619048,2.465818181818182,0.0,336.8
1.099,2.729107142857143,2.4769642857142857,86.69047619047619,1.9285714285714288,1010.8839285714286,12.161101190476192,2.5542857142857143,0.0,34.5
1.099,2.619879518072289,2.3440361445783133,85.49397590361446,3.24578313253012,1013.2796296296297,10.629307228915664,2.4251851851851853,0.0,26.0
1.099,2.642202380952381,2.177797619047619,76.26190476190476,3.7958333333333334,1013.6214285714286,12.096130952380951,2.3267857142857147,0.0,0.0
1.099,2.7310119047619046,2.38047619047619,82.19047619047619,3.4023809523809527,1012.5446428571428,12.969940476190478,2.47625,0.0,0.0
1.386,2.7582738095238093,2.473154761904762,85.41666666666667,2.169642857142857,1010.7910714285716,11.908273809523813,2.554642857142857,0.0,2.8
0.693,2.7723214285714284,2.4311904761904763,82.5952380952381,1.5666666666666669,1009.2696428571428,12.641071428571433,2.5341071428571427,0.0,51.3
0.693,2.6422580645161293,2.412,87.9483870967742,1.607741935483871,1009.6603773584906,10.599129032258064,2.480754716981132,0.0,100.3
0.693,2.7961585365853656,2.414878048780488,80.60975609756098,2.2560975609756095,1009.9037037037036,12.97984756097561,2.5255555555555556,0.0,1.3
1.099,2.795900621118012,2.5026708074534163,84.64596273291926,1.0472049689440994,1009.3882352941176,11.43552795031056,2.5862745098039217,0.0,11.2
0.693,2.7451190476190477,2.4575,85.39880952380952,0.8452380952380952,1010.2785714285714,11.014285714285714,2.5339285714285715,0.0,160.2
0.0,2.743869047619048,2.520714285714286,88.16071428571429,0.7922619047619047,1010.3232142857142,11.548214285714286,2.575892857142857,0.0,50.1
0.693,2.852590361445783,2.4828915662650606,81.1987951807229,1.6704819277108434,1010.3517857142856,12.385481927710844,2.59,0.0,0.0
1.099,2.8029761904761905,2.5502380952380954,86.79761904761905,0.993452380952381,1010.1678571428572,11.291607142857142,2.623392857142857,0.0,55.5
1.099,2.8661309523809524,2.5352380952380953,83.08928571428571,0.7785714285714287,1010.0053571428572,11.360714285714286,2.624821428571429,0.0,3.8
1.386,2.7598214285714286,2.512202380952381,87.07738095238095,1.061904761904762,1009.1392857142856,11.328958333333334,2.5766071428571427,0.0,156.3
2.079,2.8051785714285713,2.552619047619048,86.67261904761905,1.8166666666666669,1009.2232142857144,12.731458333333334,2.6144642857142855,0.0,54.0
1.609,2.8363095238095237,2.5462499999999997,84.79761904761905,1.568452380952381,1009.1339285714286,12.462678571428572,2.6219642857142857,0.0,28.2
1.099,2.800952380952381,2.507142857142857,84.72619047619048,0.8184523809523809,1010.4517857142856,11.99205357142857,2.58375,0.0,21.7
0.693,2.8716167664670658,2.5603592814371257,83.79041916167665,1.4922155688622754,1009.6696428571428,11.91739520958084,2.6469642857142857,0.0,28.4
1.792,2.8445833333333335,2.538869047619048,84.11904761904762,1.124404761904762,1009.2982142857144,11.668511904761903,2.619107142857142,0.0,50.099999999999994
1.386,2.875892857142857,2.5024404761904764,81.04761904761905,1.1857142857142855,1008.5571428571428,12.29342261904762,2.6007142857142855,0.0,8.4
0.693,2.791845238095238,2.4946428571428574,84.42261904761905,1.2767857142857142,1006.7625,12.070208333333332,2.5764285714285715,0.0,46.2
1.386,2.8476190476190473,2.5270238095238096,83.5297619047619,1.6595238095238096,1007.425,12.08577380952381,2.6096428571428567,0.0,2.3
0.693,2.9063690476190476,2.516845238095238,80.32142857142857,1.5452380952380953,1009.4892857142858,12.510684523809523,2.6180357142857145,0.0,49.5
0.693,2.858392857142857,2.499345238095238,81.47619047619048,1.9279761904761905,1010.2053571428572,12.564791666666668,2.600357142857143,0.0,22.9
0.0,2.871197604790419,2.498682634730539,80.73652694610779,2.377245508982036,1009.092857142857,12.39134730538922,2.6,0.0,13.5
1.099,2.6994011976047907,2.479461077844311,88.35329341317366,1.031137724550898,1009.5696428571428,11.660778443113774,2.5355357142857144,0.0,60.0
0.0,2.623392857142857,2.456369047619048,90.85119047619048,0.6928571428571428,1009.9875,10.66190476190476,2.5083928571428573,0.0,38.1
0.693,2.840119047619047,2.4038095238095236,77.80357142857143,2.1648809523809525,1010.1035714285716,12.23782738095238,2.523571428571429,0.0,15.5
