LOG_INF_B,temperature,dew_point_temperature,relative_humidity,wind_speed,sea_level_pressure,wet_bulb_temperature,precipitation,precipitation_24_hour
4.99,0.2468965517241379,-0.5231034482758621,60.0,5.155172413793103,1012.5344827586208,-0.0182142857142857,1.4,4.1
5.004,0.2815625,-0.381875,65.21875,5.175,1010.1096774193549,0.0346428571428571,4.2,18.6
4.554,0.5760000000000001,-0.0166666666666666,69.83333333333333,5.156666666666667,1012.6966666666668,0.3414285714285714,8.7,39.6
4.22,0.5051612903225806,-0.1287096774193548,68.61290322580645,6.361290322580646,1013.9129032258064,0.2903571428571428,6.8,53.400000000000006
3.638,0.3848275862068965,-0.0496551724137931,76.3103448275862,4.468965517241379,1016.003448275862,0.2214285714285714,9.2,50.8
3.761,0.8437931034482758,0.3255172413793103,73.0,3.913793103448276,1020.3620689655172,0.6217857142857143,3.0,8.3
3.045,1.248,0.522,68.06666666666666,4.47,1014.26,0.9,1.6,30.0
2.197,1.2106896551724138,0.3275862068965517,58.58620689655172,4.251724137931035,1018.503448275862,0.8464285714285714,2.4,5.199999999999999
1.792,1.4710344827586208,-0.0334482758620689,39.62068965517241,4.341379310344828,1021.1241379310344,0.7851851851851852,0.0,0.0
2.303,2.1365517241379313,0.6503448275862069,40.758620689655174,4.824137931034483,1021.6551724137933,1.3539285714285714,0.0,0.0
0.693,2.103666666666667,1.6803333333333332,79.1,3.01,1017.1566666666666,1.844814814814815,5.2,26.4
0.0,1.4455172413793105,0.9213793103448276,72.17241379310344,5.189655172413793,1014.4551724137932,1.1532142857142855,6.6,22.3
0.0,1.5627272727272727,0.7278787878787879,60.51515151515152,4.815151515151515,1015.6454545454546,1.1781481481481482,0.5,3.3
0.0,1.55,0.9243333333333332,69.66666666666667,3.253333333333333,1023.4166666666666,1.2117857142857142,5.3999999999999995,7.1
0.0,1.3262962962962963,0.5207407407407407,61.666666666666664,4.092592592592593,1018.5074074074074,0.941153846153846,0.0,0.8
0.0,1.3503030303030303,0.4987878787878788,60.303030303030305,4.53030303030303,1013.9969696969696,0.9225,0.0,0.0
0.693,1.3417857142857144,0.7446428571428572,70.21428571428571,4.142857142857143,1024.392857142857,1.055,0.0,2.0
1.386,0.923103448275862,0.1244827586206896,59.206896551724135,5.3310344827586205,1018.8655172413792,0.5507407407407408,0.0,0.0
0.693,1.017037037037037,0.3303703703703703,64.51851851851852,3.9,1025.5703703703705,0.692962962962963,0.0,0.0
1.792,1.005,0.4159375,69.9375,3.965625,1019.79375,0.7851851851851852,6.8999999999999995,17.1
1.099,1.2990322580645162,0.967741935483871,82.06451612903226,3.1838709677419357,1021.1096774193549,1.1125925925925926,0.6,1.8
1.609,0.9548387096774194,0.4951612903225806,75.90322580645162,3.870967741935484,1020.7387096774194,0.7682142857142857,6.6,20.1
0.693,0.7837931034482759,0.31,74.03448275862068,3.8793103448275863,1022.6172413793104,0.5828571428571429,1.0,4.4
1.099,0.5981818181818183,-0.1487878787878788,61.57575757575758,4.851515151515152,1011.7121212121212,0.2903571428571428,10.3,26.8
1.946,-0.0609375,-1.034375,48.75,5.18125,1010.128125,-0.35,0.0,0.0
1.792,0.0239999999999999,-0.8743333333333333,53.03333333333333,4.7733333333333325,1015.1966666666668,-0.2385185185185185,4.3,16.8
2.565,0.3814705882352941,-0.2414705882352941,65.58823529411765,4.494117647058824,1008.2264705882352,0.1218518518518518,1.8,10.0
3.219,0.1753124999999999,-0.5387500000000001,61.875,3.853125,1016.684375,-0.0844444444444444,1.1,3.6
2.996,0.6648387096774193,-0.0993548387096774,62.96774193548387,5.054838709677419,1016.8645161290324,0.3467857142857143,2.8,12.7
3.367,0.6272413793103448,0.0896551724137931,72.03448275862068,4.36896551724138,1018.303448275862,0.4121428571428571,1.4,4.8
4.234,0.3506896551724138,-0.3296551724137931,64.06896551724138,4.710344827586207,1018.993103448276,0.1062962962962962,1.6,7.4
4.466,0.2846428571428571,-0.5946428571428571,55.857142857142854,5.164285714285714,1017.592857142857,-0.0103571428571428,0.0,0.0
4.92,0.6486666666666667,-0.2293333333333333,56.93333333333333,3.5733333333333333,1018.9966666666666,0.3421428571428571,0.0,1.3
5.118,0.5126470588235295,-0.1639393939393939,65.87878787878788,5.797058823529412,1014.3000000000002,0.2971428571428571,9.5,26.4
5.352,0.6346875,-0.1932258064516129,60.774193548387096,5.140625,1025.2645161290322,0.2942857142857143,0.0,0.0
5.652,0.6906666666666667,0.2903333333333333,78.7,3.496666666666667,1021.17,0.5337037037037037,4.9,12.5
5.464,0.471,-0.394,58.46666666666667,5.62,1018.9933333333332,0.1325925925925926,8.5,31.8
5.263,0.8984848484848484,0.1278787878787878,62.96969696969697,4.578787878787878,1018.0,0.6025,4.2,21.2
5.425,0.7248275862068966,-0.4462068965517241,45.62068965517241,5.43448275862069,1021.396551724138,0.2964285714285714,0.8,1.3
4.934,1.4075,0.7696875,68.5625,4.440625,1026.371875,1.1884,2.1,8.1
5.011,2.093703703703704,1.1844444444444444,59.333333333333336,4.062962962962963,1013.9148148148148,1.5426923076923076,2.4,22.1
4.949,1.0226666666666666,0.164,60.63333333333333,4.4,1016.3966666666668,0.6382142857142857,11.5,58.7
4.466,1.305,0.3807142857142857,58.07142857142857,4.964285714285714,1014.8,0.875357142857143,3.0,17.599999999999998
4.127,1.53,0.794,66.83333333333333,4.11,1019.2633333333334,1.1444,4.6,16.3
3.555,1.346666666666667,0.5472727272727272,62.81818181818182,6.66969696969697,1010.490909090909,0.9542857142857144,21.5,54.4
3.258,1.623793103448276,0.8527586206896551,62.793103448275865,4.279310344827586,1020.5862068965516,1.2021428571428572,0.0,0.0
2.079,2.2016666666666667,1.5279999999999998,69.1,3.8666666666666663,1012.7966666666669,1.7907142857142857,0.0,14.2
1.099,2.0493103448275862,1.4524137931034482,70.72413793103448,5.106896551724137,1018.051724137931,1.6914814814814816,9.0,43.0
1.609,1.9497368421052632,1.4747368421052631,76.05263157894737,3.831578947368421,1009.1763157894736,1.7084615384615385,19.4,35.2
1.099,2.3047368421052634,1.4040350877192982,59.10526315789474,3.2929824561403507,1024.957894736842,1.8282608695652172,43.4,47.2
0.693,2.6438,1.7246,58.56,4.4239999999999995,1017.314,2.084285714285714,0.8,23.7
0.0,2.8756666666666666,1.6216666666666666,48.03333333333333,4.58,1014.8833333333332,2.038076923076923,0.0,0.0
0.693,2.6252,1.526,53.52,4.912,1015.042,1.8635714285714289,0.0,1.3
0.0,2.7123076923076925,1.6153846153846154,53.76923076923077,4.4969230769230775,1013.786153846154,2.1533333333333333,1.3,28.7
0.0,2.4594444444444448,1.7072222222222222,64.91666666666667,4.241666666666666,1017.063888888889,2.032222222222222,0.0,0.3
0.0,2.932903225806452,1.88741935483871,55.354838709677416,3.893548387096774,1014.6096774193549,2.2410714285714284,0.0,41.1
0.0,2.4451612903225803,1.26,49.38709677419355,5.238709677419355,1017.7451612903226,1.7742857142857142,0.3,0.5
0.693,2.9525,2.0189285714285714,58.964285714285715,3.8535714285714286,1015.8857142857142,2.3210714285714285,0.0,0.0
0.0,2.385806451612903,1.8141935483870968,72.51612903225806,3.5258064516129033,1015.0354838709678,2.0132,0.3,24.4
0.0,1.9885714285714289,1.5671428571428572,78.42857142857143,5.128571428571428,1023.2535714285714,1.7335714285714283,15.6,69.9
0.693,2.251935483870968,1.4193548387096775,62.516129032258064,3.0935483870967744,1019.0290322580646,1.7625925925925927,0.0,3.6
1.099,2.2573333333333334,1.449,63.86666666666667,4.680000000000001,1014.2233333333334,1.8021428571428573,1.8,14.7
0.0,2.217931034482759,1.6110344827586207,70.41379310344827,4.051724137931035,1016.603448275862,1.86,0.0,0.0
0.693,1.853235294117647,1.2073529411764703,68.52941176470588,4.414705882352941,1019.3235294117648,1.470357142857143,7.3,52.6
0.0,2.066875,1.5621875,74.75,4.65625,1017.965625,1.7618518518518518,0.5,2.6
0.693,1.4896666666666667,1.0476666666666667,77.33333333333333,3.8766666666666665,1023.2866666666666,1.2460714285714285,22.0,105.2
1.386,1.1341379310344828,0.4772413793103448,66.24137931034483,4.617241379310345,1015.055172413793,0.8289285714285715,4.0,30.5
1.386,1.0026666666666666,0.4631111111111111,71.42222222222222,4.088888888888889,1020.54,0.63,30.6,0.5
1.609,0.5158620689655172,-0.2479310344827586,60.62068965517241,4.468965517241379,1017.1862068965518,0.2196428571428571,0.8,3.8
2.833,1.11,0.5234375,69.8125,4.5125,1012.875,0.7992857142857144,4.1,17.8
1.946,0.8537142857142858,0.4591428571428571,78.28571428571429,5.42,1013.491176470588,0.6925,24.6,70.9
3.367,0.6740625,0.0625,66.96875,3.64375,1015.96875,0.4696428571428571,0.3,16.8
4.317,0.2978125,-0.555,55.625,5.3125,1013.421875,-0.0303571428571428,1.6,8.4
4.99,-0.2283333333333333,-1.006,57.53333333333333,5.323333333333334,1024.1266666666666,-0.4421428571428571,0.8,10.2
5.03,0.3283333333333333,-0.1833333333333333,70.83333333333333,4.91,1012.25,0.1177777777777777,13.5,43.2
4.736,0.3116129032258065,-0.4977419354838709,58.064516129032256,4.525806451612904,1015.1290322580644,0.0414285714285714,8.399999999999999,13.2
5.242,0.1718181818181818,-0.4663636363636363,64.81818181818181,5.042424242424243,1014.7363636363638,-0.0596428571428571,2.6,22.3
5.62,0.2564516129032258,-0.0135483870967742,83.45161290322581,4.538709677419354,1014.3870967741937,0.1557142857142857,16.0,70.5
5.956,0.0696774193548387,-0.5358064516129032,66.12903225806451,6.019354838709678,1005.3967741935484,-0.144074074074074,0.3,0.6
6.284,-0.499375,-1.1403125,63.15625,4.840625,1015.85625,-0.6814285714285715,0.3,1.8
6.561,-0.6451724137931035,-1.6975862068965517,45.06896551724138,5.917241379310345,1018.0172413793103,-0.9035714285714286,0.0,1.3
6.365,-0.0986666666666666,-0.7070000000000001,65.86666666666666,4.33,1019.2033333333334,-0.2159259259259259,0.0,0.5
6.033,-0.0462162162162162,-0.6575675675675676,66.67567567567568,4.140540540540541,1013.64,-0.2996296296296296,8.8,12.2
5.951,-0.7273999999999999,-1.3414,65.04,7.118,1023.704,-0.7962962962962963,11.4,9.9
5.505,0.151,-0.235,77.875,3.7725,1010.05,-0.0728,23.5,23.1
5.263,-0.0721212121212121,-0.8018181818181819,59.81818181818182,4.357575757575758,1020.8625,-0.3429629629629629,2.5,16.0
4.883,0.0091176470588235,-0.6038235294117648,66.8529411764706,4.070588235294117,1015.2558823529412,-0.2507407407407407,10.0,20.9
4.369,0.483103448275862,-0.2527586206896551,61.96551724137931,3.679310344827586,1019.8172413793104,0.1996428571428571,0.3,6.1
3.807,0.9695238095238096,0.3404761904761904,68.0952380952381,3.9380952380952383,1015.3261904761904,0.7858333333333333,13.0,42.4
2.89,0.9561764705882352,0.4135294117647059,72.73529411764706,3.7294117647058824,1016.5,0.6953571428571428,4.9,16.5
3.296,0.4106060606060606,-0.0193939393939393,77.6969696969697,4.86060606060606,1021.1272727272726,0.3007142857142857,10.2,4.9
2.485,0.7056666666666668,0.1023333333333333,72.76666666666667,5.766666666666667,1017.6466666666668,0.4359259259259259,5.800000000000001,42.7
3.135,1.227666666666667,0.2573333333333333,54.93333333333333,5.14,1023.1766666666666,0.7460714285714286,0.5,0.8
2.565,1.2684375,0.335625,59.75,4.703125,1010.575,0.8467857142857144,5.3,12.7
1.946,1.54875,0.73625,62.21875,3.821875,1015.8875,1.1307142857142858,0.3,2.4
2.303,1.4314285714285715,1.103265306122449,83.04081632653062,3.2918367346938777,1010.545652173913,1.2553571428571428,1.9,13.000000000000002
1.609,1.3546153846153846,0.4335897435897436,56.743589743589745,4.589743589743589,1019.4,0.9471428571428572,0.0,0.5
2.398,1.4166666666666667,0.9993333333333332,81.66666666666667,3.816666666666667,1020.1266666666668,1.2042857142857142,7.9,28.7
1.609,1.6293939393939394,1.1784848484848485,77.3030303030303,3.909090909090909,1007.0030303030304,1.3837037037037037,4.1,73.2
0.0,1.6844827586206896,1.2582758620689656,78.58620689655173,3.5172413793103448,1012.7172413793104,1.4507407407407409,17.9,100.6
0.0,2.134333333333333,1.666,76.46666666666667,3.8666666666666663,1014.16,1.8389285714285717,6.199999999999999,49.3
0.0,1.8152941176470587,1.5,83.1470588235294,3.5205882352941176,1012.5970588235296,1.5988461538461538,20.0,87.2
0.0,2.7207142857142856,1.7200000000000002,55.82142857142857,3.382142857142857,1014.7642857142856,2.0784615384615384,0.0,0.0
0.0,2.4378125,1.746875,68.09375,4.253125,1013.671875,2.017857142857143,0.0,8.1
0.693,1.9935135135135136,1.6324324324324324,80.83783783783784,4.172972972972973,1013.235135135135,1.778888888888889,20.8,62.5
0.0,1.1806060606060609,0.4496969696969697,63.24242424242424,3.763636363636364,1018.7515151515152,0.8167857142857143,0.3,1.1
0.693,1.6167647058823529,1.143235294117647,75.73529411764706,3.702941176470589,1018.870588235294,1.3393333333333333,0.0,0.0
1.609,1.27,0.6609375,69.53125,5.08125,1012.7,0.9913333333333334,9.4,18.8
0.0,1.1375,0.6375,73.59375,5.06875,1012.383870967742,0.9507692307692308,9.0,15.5
1.386,1.39125,0.920625,75.8125,3.51875,1018.046875,1.1664285714285714,7.9,29.5
1.099,1.0361764705882353,0.5082352941176471,74.8529411764706,3.65,1024.1558823529413,0.7421428571428572,4.1,9.9
2.197,0.8028571428571429,0.1091428571428571,65.31428571428572,4.98,1014.4742857142857,0.5103571428571428,1.3,8.899999999999999
2.398,1.107714285714286,0.6928571428571428,77.65714285714286,4.291428571428572,1016.44,0.9186666666666669,14.0,50.599999999999994
3.497,0.8266666666666668,0.2676923076923077,70.71794871794872,4.9512820512820515,1012.997435897436,0.545,10.2,21.1
3.401,-0.2112765957446808,-0.6519148936170213,75.85106382978724,7.465957446808512,1019.1595744680852,-0.3779310344827586,160.6,16.6
3.045,0.2665,-0.15575,76.55,5.529999999999999,1015.445,0.1773333333333333,13.6,64.8
2.833,0.2896875,-0.31,67.25,5.128125,1010.371875,0.0310714285714285,2.2,10.9
2.565,0.5439024390243903,-0.1765853658536585,62.24390243902439,4.617073170731707,1016.880487804878,0.3917241379310344,10.4,34.8
2.197,0.636875,0.0621875,68.90625,3.7,1017.771875,0.4069230769230769,3.6,12.0
1.792,-0.5357575757575758,-1.4524242424242424,50.81818181818182,5.5636363636363635,1022.3454545454546,-0.7337037037037036,0.0,7.1
1.386,-0.5397619047619048,-1.0988095238095237,67.19047619047619,5.680952380952381,1009.8142857142856,-0.7085714285714285,5.7,19.299999999999997
1.386,-0.6621052631578948,-1.4457894736842103,54.63157894736842,5.678947368421053,1014.8947368421052,-0.9847826086956522,0.0,0.0
1.099,-0.5555882352941177,-1.194705882352941,63.14705882352941,5.485294117647059,1013.8617647058824,-0.7403703703703703,3.7,8.200000000000001
1.792,0.0677142857142857,-0.4902857142857142,69.97142857142858,4.54,1021.3117647058824,-0.1355555555555555,17.9,61.1
2.197,0.0942424242424242,-0.8269696969696969,52.15151515151515,5.3090909090909095,1019.5757575757576,-0.1978571428571428,0.0,0.0
2.565,0.2439393939393939,-0.3212121212121212,69.63636363636364,5.3545454545454545,1016.7969696969698,0.0062962962962962,0.0,0.3
2.197,0.4841176470588235,-0.9147058823529411,38.94117647058823,4.694117647058824,1023.0441176470588,0.0211999999999999,0.0,0.0
1.946,0.902,0.434,76.33333333333333,3.5966666666666667,1014.46,0.7010714285714286,8.0,20.799999999999997
1.099,0.4578787878787879,-0.4727272727272727,55.57575757575758,5.184848484848485,1019.6878787878788,0.1067857142857142,0.6,17.0
2.773,0.2224324324324324,-0.3191891891891891,72.10810810810811,5.086486486486487,1018.5594594594594,0.0046428571428571,3.4000000000000004,30.5
2.303,0.9096774193548388,0.0412903225806451,58.03225806451613,4.212903225806452,1029.6032258064515,0.5517857142857142,0.8,5.7
2.197,0.6890909090909092,0.2903030303030303,77.54545454545455,5.548484848484848,1008.38125,0.4828571428571428,6.999999999999999,29.2
2.565,0.98969696969697,-0.29,44.51515151515152,4.878787878787879,1011.5848484848484,0.4657142857142857,0.0,3.6
2.485,1.2974193548387096,0.5829032258064516,68.19354838709677,5.180645161290323,1016.6096774193549,0.9467857142857142,10.7,53.7
2.079,1.4296969696969697,0.6987878787878787,66.96969696969697,4.548484848484848,1018.4151515151516,1.0725,10.9,20.6
1.946,1.6545454545454543,0.9645454545454544,68.0909090909091,5.433333333333334,1015.8363636363636,1.278888888888889,3.1,31.0
1.099,1.5151724137931033,0.6155172413793104,58.41379310344828,4.158620689655172,1018.5586206896552,1.0562962962962965,1.5,14.8
1.386,2.170645161290323,1.5974193548387097,72.61290322580645,3.1129032258064515,1021.7,1.7960714285714283,12.0,66.6
1.386,2.11,1.59,74.06060606060606,3.0303030303030303,1017.1545454545454,1.7825,0.8,3.3
1.609,1.687142857142857,1.0595238095238095,70.0952380952381,3.9833333333333334,1010.5238095238096,1.4665384615384616,11.5,18.8
1.099,1.896388888888889,1.15,65.0,4.072222222222222,1015.6944444444443,1.4439285714285717,1.9,19.9
1.099,2.2922580645161292,1.3151612903225804,56.83870967741935,4.574193548387097,1017.6516129032258,1.7278571428571428,1.3,3.8
0.693,2.5278125,1.58125,58.3125,3.94375,1014.990625,1.9303703703703703,2.8,5.6
1.099,2.3075757575757576,1.5166666666666666,63.63636363636363,4.024242424242424,1015.0363636363636,1.8072,14.5,49.8
0.693,2.4223255813953486,1.6348837209302325,63.81395348837209,3.753488372093023,1016.6558139534884,1.8762962962962964,10.6,26.4
1.099,2.5051428571428573,1.610857142857143,59.4,4.494285714285715,1013.7057142857142,1.9284615384615384,0.5,4.1
1.099,2.168108108108108,1.8321621621621624,82.75675675675676,4.332432432432433,1007.4675675675676,1.9342307692307692,30.9,100.8
0.0,2.4213793103448276,1.8493103448275865,72.03448275862068,3.3241379310344827,1016.2379310344828,2.06037037037037,7.1,42.2
0.693,2.421891891891892,2.134864864864865,85.24324324324324,3.5405405405405403,1017.254054054054,2.2114285714285713,17.900000000000002,51.3
0.0,2.2786666666666666,1.591,67.46666666666667,4.14,1011.6733333333334,1.8772,0.0,1.9
0.693,2.3185365853658535,2.0578048780487808,86.63414634146342,3.2853658536585364,1016.958536585366,2.148571428571429,14.2,55.7
0.693,2.3429032258064515,1.902903225806452,77.70967741935483,3.793548387096774,1015.5516129032258,2.025,0.0,25.200000000000003
0.0,2.4225806451612906,1.911612903225807,73.96774193548387,3.2548387096774194,1019.57,2.0473076923076925,0.0,0.0
1.386,2.3102941176470586,1.5905882352941176,65.82352941176471,3.6852941176470586,1021.3147058823528,1.8242857142857145,0.8,4.3
1.099,2.225151515151515,1.8360606060606064,80.60606060606061,3.6666666666666665,1018.639393939394,1.9610714285714284,19.9,61.2
0.693,1.9544444444444444,1.4517142857142855,74.05714285714286,4.544444444444444,1019.1027777777776,1.6011111111111112,40.7,36.6
1.099,2.107,1.2333333333333334,59.766666666666666,2.4766666666666666,1021.6766666666666,1.5975,0.0,0.0
1.609,1.7645454545454546,1.2751515151515151,75.21212121212122,3.296969696969697,1017.0454545454544,1.4537037037037035,18.0,96.4
0.693,1.490714285714286,0.6767857142857142,61.142857142857146,4.0285714285714285,1023.325,1.075925925925926,0.0,0.0
2.398,1.2591176470588237,0.5064705882352941,63.05882352941177,4.547058823529412,1006.2151515151514,0.8772,0.0,5.1
2.079,0.9906451612903228,0.5283870967741935,74.12903225806451,4.696774193548387,1020.2709677419356,0.7678571428571429,1.3,14.6
2.833,1.3748571428571428,0.6957142857142856,66.31428571428572,3.565714285714286,1017.06,1.0133333333333334,0.0,1.0
3.219,1.0466666666666666,0.229,59.766666666666666,5.3566666666666665,1013.53,0.6711111111111111,4.6,26.2
3.045,0.5015151515151516,-0.3984848484848485,55.78787878787879,5.512121212121213,1030.7363636363636,0.1389285714285714,4.8,28.0
3.091,1.0323529411764707,0.3982352941176471,68.55882352941177,2.5500000000000003,1023.0941176470589,0.7317857142857143,0.6,6.9
3.497,1.0105555555555557,0.5119444444444444,72.86111111111111,4.199999999999999,1015.3333333333334,0.7114285714285715,5.2,49.7
3.497,0.5599999999999999,-0.1241935483870967,63.74193548387097,4.906451612903226,1017.0419354838708,0.2542857142857143,8.1,25.4
3.829,0.7182352941176471,0.3902941176470588,81.79411764705883,4.544117647058823,1008.779411764706,0.5464285714285715,11.8,40.1
4.007,-0.0738709677419354,-0.8364516129032258,58.67741935483871,5.716129032258065,1018.8774193548388,-0.2774999999999999,0.0,1.0
4.82,0.1138888888888888,-0.5608333333333333,62.52777777777778,5.263888888888889,1019.5083333333334,-0.2735714285714286,11.1,18.0
5.118,0.3899999999999999,-0.2896666666666666,62.63333333333333,3.316666666666667,1028.9266666666667,0.1653571428571428,0.0,0.0
5.209,0.4133333333333333,0.13,82.96969696969697,3.748484848484849,1021.2939393939394,0.2772413793103448,8.7,43.6
5.357,0.2369230769230769,-0.2217948717948718,74.25641025641026,4.212820512820513,1025.8025641025642,0.0958620689655172,12.8,37.400000000000006
5.727,-0.8720588235294118,-1.565,60.1764705882353,6.052941176470589,1018.4029411764704,-1.0375,0.0,19.1
6.052,-0.4975,-1.2846875,55.875,4.6875,1024.0375,-0.7117857142857142,0.0,0.3
6.172,0.1927586206896551,-0.6120689655172413,58.37931034482759,3.1206896551724137,1028.906896551724,-0.0960714285714285,1.5,7.3
6.42,0.3896774193548387,-0.4070967741935484,59.61290322580645,4.619354838709678,1012.0612903225806,0.095,0.8,4.1
6.426,0.196551724137931,-0.5310344827586208,61.51724137931034,5.372413793103449,1017.8068965517242,-0.0689285714285714,4.5,39.1
6.252,-0.052258064516129,-0.7319354838709677,63.03225806451613,4.835483870967742,1019.8225806451612,-0.2848275862068965,0.3,12.0
6.031,0.2254285714285714,-0.7514285714285714,51.57142857142857,6.557142857142857,1006.1323529411764,-0.2226923076923077,0.0,22.7
6.146,-0.0082142857142857,-0.8703571428571429,55.714285714285715,6.385714285714286,1001.7071428571428,-0.2733333333333334,1.6,12.7
6.122,0.4103448275862069,-0.7027586206896551,48.06896551724138,4.372413793103449,1017.1172413793104,0.0285714285714285,0.3,4.3
5.835,0.498780487804878,-0.11,68.04878048780488,4.280487804878049,1016.7073170731708,0.228235294117647,7.1,30.200000000000003
5.352,0.82875,0.3978125,76.5,5.5687500000000005,1007.8,0.646551724137931,12.0,86.9
